종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
58610,에스피지,496.0,9871.0,46.37,2.33,0.87,5.024820180326208,20240731,23000,51591,22177360,-1.92,2745.989990234375,796.2000122070312,,,,38377.41015625
