종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","3815","-135","-3.42","3755","3970","3710","4695934","18015333860","185167289230","48536642"
"095570","AJ네트웍스","KOSPI",,"4780","50","1.06","4785","4855","4680","130526","626632435","216308188020","45252759"
"006840","AK홀딩스","KOSPI",,"15950","-60","-0.37","15710","16290","15710","4912","78290830","211298597950","13247561"
"054620","APS","KOSDAQ","중견기업부","8070","-50","-0.62","8060","8380","8000","122164","1002103690","164581363470","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","21500","-300","-1.38","22250","22250","21500","73077","1588223750","328550551500","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","15590","0","0.00","15530","16040","15490","244502","3847034090","235133119360","15082304"
"139050","BF랩스","KOSDAQ","벤처기업부","6900","-190","-2.68","7030","7090","6110","356717","2303165740","57339034500","8310005"
"027410","BGF","KOSPI",,"3660","110","3.10","3550","3670","3540","77821","281857385","350323455060","95716791"
"282330","BGF리테일","KOSPI",,"146100","3100","2.17","143500","146600","142800","40128","5834902500","2525178666600","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4910","145","3.04","4845","4930","4765","309142","1502344795","265303380250","54033275"
"138930","BNK금융지주","KOSPI",,"7220","30","0.42","7160","7230","7160","704710","5080127800","2325478522360","322088438"
"001460","BYC","KOSPI",,"405500","12000","3.05","394000","405500","389000","159","63007500","253281382500","624615"
"001465","BYC우","KOSPI",,"140400","-500","-0.35","140000","140400","140000","13","1820400","30240054000","215385"
"013720","CBI","KOSDAQ","중견기업부","1678","-2","-0.12","1680","1749","1670","169432","286746101","71875767464","42834188"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2575","-5","-0.19","2600","2635","2535","172041","443224900","198002518650","76894182"
"001040","CJ","KOSPI",,"88200","-700","-0.79","88500","89900","88000","30130","2678636500","2573411223600","29176998"
"079160","CJ CGV","KOSPI",,"5550","-40","-0.72","5570","5640","5480","493442","2755107250","679495169100","122431562"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","72900","100","0.14","72800","73600","71900","59077","4310348700","1598635326600","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","14700","40","0.27","14690","14780","14570","7484","109925450","133953779400","9112502"
