종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2095","-45","-2.10","2130","2340","2055","744270","1626135830","101684264990","48536642"
"095570","AJ네트웍스","KOSPI",,"3875","-10","-0.26","3885","3980","3860","98044","382707935","175354441125","45252759"
"006840","AK홀딩스","KOSPI",,"17440","-500","-2.79","18210","18240","17250","2369","42146770","231037463840","13247561"
"054620","APS","KOSDAQ","중견기업부","5930","-100","-1.66","6140","6150","5880","24005","143042130","120937730530","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","16280","-440","-2.63","16840","16840","16280","52676","864612930","248781533880","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","11960","210","1.79","12140","12560","11620","297852","3611077180","180384355840","15082304"
"027410","BGF","KOSPI",,"3320","10","0.30","3340","3395","3305","39454","131848735","317779746120","95716791"
"282330","BGF리테일","KOSPI",,"138200","-3100","-2.19","142600","142600","137500","39041","5427793500","2388635809200","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","3840","-95","-2.41","3940","3950","3810","60520","233841685","207487776000","54033275"
"138930","BNK금융지주","KOSPI",,"6780","-30","-0.44","6870","6910","6780","529426","3612622600","2183759609640","322088438"
"001460","BYC","KOSPI",,"365000","1000","0.27","358000","365000","358000","49","17798500","227984475000","624615"
"001465","BYC우","KOSPI",,"136000","1500","1.12","134500","136000","134100","22","2960700","29292360000","215385"
"013720","CBI","KOSDAQ","중견기업부","1736","53","3.15","1698","1749","1612","284392","480107753","70624139488","40682108"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2725","-60","-2.15","2785","2885","2700","243790","675686790","209536645950","76894182"
"001040","CJ","KOSPI",,"84100","1500","1.82","84100","86900","83300","156031","13212169200","2453785531800","29176998"
"079160","CJ CGV","KOSPI",,"5120","-130","-2.48","5540","5540","5100","2185670","11609819840","626848179200","122431285"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","52100","100","0.19","52300","53600","51800","61278","3228932800","1142508923400","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","12700","-660","-4.94","13250","13490","12560","13774","177196210","115728775400","9112502"
"00104K","CJ4우(전환)","KOSPI",,"69100","1600","2.37","66900","69400","66900","14546","995422300","292051979200","4226512"
"000120","CJ대한통운","KOSPI",,"75900","300","0.40","76300","76800","75500","36674","2789112700","1731456909600","22812344"
"011150","CJ씨푸드","KOSPI",,"2600","-60","-2.26","2665","2720","2600","100591","267440100","93420009800","35930773"
"011155","CJ씨푸드1우","KOSPI",,"19000","500","2.70","19990","19990","18500","663","12406380","3800000000","200000"
"001045","CJ우","KOSPI",,"44900","-50","-0.11","44800","45850","44750","304","13733000","101484012700","2260223"
"097950","CJ제일제당","KOSPI",,"282500","1500","0.53","283500","287500","280500","15322","4337234000","4252807545000","15054186"
"097955","CJ제일제당 우","KOSPI",,"124000","900","0.73","123500","124600","122800","756","93306500","164601692000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","20950","0","0.00","20950","21300","20750","13967","292840350","248709726700","11871586"
