종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2090","15","0.72","2060","2130","2055","129156","271570750","101441581780","48536642"
"095570","AJ네트웍스","KOSPI",,"4930","-110","-2.18","4950","5080","4905","158130","783945075","230833914350","46822295"
"006840","AK홀딩스","KOSPI",,"15630","-20","-0.13","15800","16110","15600","11903","187504260","207059378430","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","12470","-630","-4.81","12860","12860","12210","80325","1005376350","254315935870","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","20300","200","1.00","20250","20550","20150","54177","1104123650","310212846300","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","23250","1750","8.14","21150","25350","21050","7474711","177953086200","350663568000","15082304"
"027410","BGF","KOSPI",,"4275","-15","-0.35","4315","4325","4270","64021","274831685","409189281525","95716791"
"282330","BGF리테일","KOSPI",,"174300","-400","-0.23","175000","176700","174000","12819","2244514400","3012584815800","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","5330","-110","-2.02","5370","5430","5280","115719","618007540","157426315020","29535894"
"138930","BNK금융지주","KOSPI",,"6190","-60","-0.96","6220","6300","6180","708316","4403740290","2017539172740","325935246"
"001460","BYC","KOSPI",,"508000","1000","0.20","503000","520000","503000","436","224197000","317304420000","624615"
"001465","BYC우","KOSPI",,"161100","600","0.37","159100","161500","159100","109","17509800","34698523500","215385"
"013720","CBI","KOSDAQ","중견기업부","292","-7","-2.34","299","303","292","2729217","802361122","81814967540","280188245"
"001040","CJ","KOSPI",,"97000","1400","1.46","95600","97200","95100","82190","7906041100","2830168806000","29176998"
"079160","CJ CGV","KOSPI",,"15030","-130","-0.86","15060","15450","15000","91812","1394493220","717310838160","47725272"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","82400","400","0.49","82300","83100","81300","81786","6748066900","1806962289600","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","27400","-250","-0.90","27400","27650","26900","3137","85631450","161075612800","5878672"
"00104K","CJ4우(전환)","KOSPI",,"80200","600","0.75","79500","80200","78800","7139","569255300","338966262400","4226512"
"000120","CJ대한통운","KOSPI",,"78500","-400","-0.51","79400","79500","77700","21912","1721245100","1790769004000","22812344"
"011150","CJ씨푸드","KOSPI",,"3180","5","0.16","3225","3230","3175","68293","218569570","114259858140","35930773"
"011155","CJ씨푸드1우","KOSPI",,"24750","-300","-1.20","24700","24750","24700","314","7762450","4950000000","200000"
"001045","CJ우","KOSPI",,"51500","600","1.18","50800","51500","50800","698","35666600","116401484500","2260223"
"097950","CJ제일제당","KOSPI",,"311000","0","0.00","311500","313000","310500","21387","6668398000","4681851846000","15054186"
"097955","CJ제일제당 우","KOSPI",,"149900","-200","-0.13","149600","150700","149600","1438","215817000","198982206700","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","29400","-350","-1.18","29650","29900","29300","34667","1022973450","349024628400","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2100","55","2.69","2080","2145","2075","510538","1079545585","291673712400","138892244"
"023460","CNH","KOSDAQ","중견기업부","2220","5","0.23","2200","2230","2190","3969","8760405","82584000000","37200000"
"056730","CNT85","KOSDAQ","관리종목(소속부없음)","3100","0","0.00","0","0","0","0","0","110821763600","35748956"
"065770","CS","KOSDAQ","벤처기업부","1546","11","0.72","1590","1590","1509","32917","51146660","30009606980","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","935","70","8.09","951","1000","900","531789","502148545","36886865455","39451193"
"000590","CS홀딩스","KOSPI",,"58900","1200","2.08","58100","59000","58100","1260","73835000","67998989800","1154482"
"012030","DB","KOSPI",,"1318","-10","-0.75","1328","1339","1296","2659635","3495130985","265147243694","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2085","5","0.24","2085","2090","2085","33384","69608795","12176400000","5840000"
"367340","DB금융스팩8호","KOSDAQ","SPAC(소속부없음)","2075","0","0.00","2075","2080","2075","12769","26499800","12553750000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2115","-20","-0.94","2120","2120","2100","241","509630","10236600000","4840000"
"016610","DB금융투자","KOSPI",,"4055","50","1.25","4000","4115","3985","71496","290845315","172120107395","42446389"
"005830","DB손해보험","KOSPI",,"70700","-2800","-3.81","74100","74700","70100","288268","20426220700","5005560000000","70800000"
"000990","DB하이텍","KOSPI",,"48900","600","1.24","48300","49350","47200","635353","30913231450","2171090953200","44398588"
"000995","DB하이텍1우","KOSPI",,"95300","-400","-0.42","95700","95700","94700","274","26013800","10703714800","112316"
"139130","DGB금융지주","KOSPI",,"7000","-160","-2.23","7130","7200","7000","456673","3225725570","1184020831000","169145833"
"025440","DH오토웨어","KOSDAQ","중견기업부","615","-1","-0.16","619","625","606","113589","69584599","87637500000","142500000"
"001530","DI동일","KOSPI",,"25600","1300","5.35","23500","25850","23000","549045","13706970050","654547712000","25568270"
"000210","DL","KOSPI",,"51400","100","0.19","51300","52500","51100","36341","1878313900","1077132437600","20955884"
"001880","DL건설","KOSPI",,"13800","-100","-0.72","13920","13990","13700","11667","160951200","304335319200","22053284"
"000215","DL우","KOSPI",,"29950","-50","-0.17","30250","30700","29300","747","22371200","50499144250","1686115"
"375500","DL이앤씨","KOSPI",,"32600","-1100","-3.26","33350","33900","32400","205499","6765780250","1261412109800","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"22550","-450","-1.96","22950","23300","22500","5660","128612950","47624495050","2111951"
"37550K","DL이앤씨우","KOSPI",,"19650","-280","-1.40","19840","19850","19610","3816","75177190","41537840250","2113885"
"068790","DMS","KOSDAQ","우량기업부","6280","-110","-1.72","6390","6430","6240","47024","297921010","154318823080","24573061"
"007340","DN오토모티브","KOSPI",,"70700","-1400","-1.94","72100","73300","70500","22045","1573600700","706576153500","9994005"
"004840","DRB동일","KOSPI",,"4385","35","0.80","4350","4485","4290","13075","56634080","87393050000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","벤처기업부","4215","75","1.81","4160","4250","4115","152949","643586445","117225063645","27811403"
"155660","DSR","KOSPI",,"5470","30","0.55","5440","5550","5400","20683","112794350","87520000000","16000000"
"069730","DSR제강","KOSPI",,"5480","30","0.55","5440","5550","5410","27741","152201150","78912000000","14400000"
"180400","DXVX","KOSDAQ","관리종목(소속부없음)","7740","0","0.00","0","0","0","0","0","222082929900","28692885"
"017940","E1","KOSPI",,"44900","-50","-0.11","45150","45400","44600","9476","426692450","308014000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","1418","-2","-0.14","1415","1443","1415","268777","383279569","119219670158","84075931"
"037370","EG","KOSDAQ","중견기업부","11640","110","0.95","11400","12040","11110","768742","8945381500","100394674080","8624972"
"278990","EMB","KONEX","일반기업부","3810","-5","-0.13","3810","3810","3810","1","3810","13823525820","3628222"
"365550","ESR켄달스퀘어리츠","KOSPI",,"3720","-95","-2.49","3810","3810","3720","215520","806263700","792691080000","213089000"
"050120","ES큐브","KOSDAQ","중견기업부","4340","35","0.81","4305","4350","4305","9634","41630965","58868133240","13564086"
"383220","F&F","KOSPI",,"131300","1300","1.00","130800","135600","130000","118363","15724021000","5029718947500","38307075"
"007700","F&F홀딩스","KOSPI",,"23200","-500","-2.11","23700","24200","23000","42834","1002153150","907453314400","39114367"
"214270","FSN","KOSDAQ","중견기업부","4145","-55","-1.31","4200","4270","4135","229518","962436655","137823169135","33250463"
"130500","GH신소재","KOSDAQ","중견기업부","3590","0","0.00","3600","3665","3560","32044","115543095","52216736680","14545052"
"114090","GKL","KOSPI",,"19560","660","3.49","18990","19870","18900","483337","9436705710","1209896905200","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3055","-135","-4.23","3190","3190","3040","163499","505780630","205830625000","67375000"
