종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
010580,에스엠벡셀,6.0,599.0,219.17,2.2,0.0,1.001669449081803,20240731,1315,1505,111251760,-0.08
