종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
010280,쌍용정보통신,84.0,977.0,7.76,0.67,0.0,8.597748208802457,20240731,652,33859,65123786,-0.46
