종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
012510,더존비즈온,1082.0,14903.0,56.01,4.07,0.36,7.260283164463531,20240731,60500,80359,30382784,-2.26
