종목코드,종목명,EPS,BPS,PER,PBR,배당수익률,ROE,날짜,종가,거래량,상장주식수,등락률
190510,나무가,1455.0,9272.0,8.6,1.35,0.0,15.692407247627266,20240731,12430,30746,16264384,2.14
