Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
11150,CJ¾¾Çªµå,123.0,2160.0,32.76,1.87,0.0,5.694444444444445,20240304,2745.0,96975.0,35930773.0,-0.54,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
11150,CJ¾¾Çªµå,123.0,2160.0,32.76,1.87,0.0,5.694444444444445,20240305,2705.0,106374.0,35930773.0,-1.46,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
11150,CJ¾¾Çªµå,123.0,2160.0,32.76,1.87,0.0,5.694444444444445,20240306,2685.0,63516.0,35930773.0,-0.74,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
11150,CJ¾¾Çªµå,123.0,2160.0,32.76,1.87,0.0,5.694444444444445,20240307,2680.0,55047.0,35930773.0,-0.19,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
11150,CJ¾¾Çªµå,123.0,2160.0,32.76,1.87,0.0,5.694444444444445,20240308,2715.0,63245.0,35930773.0,1.31,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
