Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
335870,À®½ºÇ²,203.0,1793.0,6.35,0.72,0.0,11.3218070273285,20240304,1527.0,25899.0,16681422.0,-3.11,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
335870,À®½ºÇ²,203.0,1793.0,6.35,0.72,0.0,11.3218070273285,20240305,1534.0,35646.0,16681422.0,0.46,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
335870,À®½ºÇ²,203.0,1793.0,6.35,0.72,0.0,11.3218070273285,20240306,1557.0,65038.0,16681422.0,1.5,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
335870,À®½ºÇ²,203.0,1793.0,6.35,0.72,0.0,11.3218070273285,20240307,1528.0,44548.0,16681422.0,-1.86,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
335870,À®½ºÇ²,203.0,1793.0,6.35,0.72,0.0,11.3218070273285,20240308,1510.0,36069.0,16681422.0,-1.18,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
