Á¾¸ñÄÚµå,Á¾¸ñ¸í,EPS,BPS,PER,PBR,¹è´ç¼öÀÍ·ü,ROE,³¯Â¥,Á¾°¡,°Å·¡·®,»óÀåÁÖ½Ä¼ö,µî¶ô·ü,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
69260,TKGÈÞÄÍ½º,3512.0,21904.0,5.44,0.87,5.24,16.033601168736304,20240304,19930.0,83262.0,40878588.0,-0.6,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
69260,TKGÈÞÄÍ½º,3512.0,21904.0,5.44,0.87,5.24,16.033601168736304,20240305,19960.0,80975.0,40878588.0,0.15,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
69260,TKGÈÞÄÍ½º,3512.0,21904.0,5.44,0.87,5.24,16.033601168736304,20240306,19780.0,84698.0,40878588.0,-0.9,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
69260,TKGÈÞÄÍ½º,3512.0,21904.0,5.44,0.87,5.24,16.033601168736304,20240307,19920.0,68415.0,40878588.0,0.71,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
69260,TKGÈÞÄÍ½º,3512.0,21904.0,5.44,0.87,5.24,16.033601168736304,20240308,19910.0,58673.0,40878588.0,-0.05,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
