辆格内靛,辆格疙,EPS,BPS,PER,PBR,硅寸荐劳伏,ROE,朝楼,辆啊,芭贰樊,惑厘林侥荐,殿遏伏,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
5305,吩单磨己快,,,,,4.99,,20240304,67600.0,639.0,775310.0,0.15,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
5305,吩单磨己快,,,,,4.99,,20240305,67300.0,657.0,775310.0,-0.44,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
5305,吩单磨己快,,,,,4.99,,20240306,67500.0,712.0,775310.0,0.3,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
5305,吩单磨己快,,,,,4.99,,20240307,67500.0,394.0,775310.0,0.0,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
5305,吩单磨己快,,,,,4.99,,20240308,67300.0,292.0,775310.0,-0.3,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
