辆格内靛,辆格疙,EPS,BPS,PER,PBR,硅寸荐劳伏,ROE,朝楼,辆啊,芭贰樊,惑厘林侥荐,殿遏伏,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
7815,内府酒结快,,,,,0.0,,20240304,7150.0,14807.0,2964690.0,3.62,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
7815,内府酒结快,,,,,0.0,,20240305,7050.0,4588.0,2964690.0,-1.4,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
7815,内府酒结快,,,,,0.0,,20240306,7080.0,12255.0,2964690.0,0.43,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
7815,内府酒结快,,,,,0.0,,20240307,6990.0,18428.0,2964690.0,-1.27,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
7815,内府酒结快,,,,,0.0,,20240308,7070.0,7404.0,2964690.0,1.14,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
