¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,EPS,BPS,PER,PBR,πË¥Áºˆ¿Õ∑¸,ROE,≥Ø¬•,¡æ∞°,∞≈∑°∑Æ,ªÛ¿Â¡÷Ωƒºˆ,µÓ∂Ù∑¸,KOSPI,KOSDAQ,NASDAQ,Dow Jones,S&P 500,Nikkei
217330,ΩŒ¿Ã≈‰¡®,,2401.0,,3.82,0.0,,20240304,14000.0,38023.0,22278827.0,0.86,2674.27001953125,872.969970703125,16207.509765625,38989.828125,5130.9501953125,40109.23046875
217330,ΩŒ¿Ã≈‰¡®,,2401.0,,3.82,0.0,,20240305,14010.0,20758.0,22278827.0,0.07,2649.39990234375,866.3699951171875,15939.58984375,38585.19140625,5078.64990234375,40097.62890625
217330,ΩŒ¿Ã≈‰¡®,,2401.0,,3.82,0.0,,20240306,14190.0,45590.0,22278827.0,1.28,2641.489990234375,870.6699829101562,16031.5400390625,38661.05078125,5104.759765625,40090.78125
217330,ΩŒ¿Ã≈‰¡®,,2401.0,,3.82,0.0,,20240307,13970.0,22616.0,22278827.0,-1.55,2647.6201171875,863.3699951171875,16273.3798828125,38791.3515625,5157.35986328125,39598.7109375
217330,ΩŒ¿Ã≈‰¡®,,2401.0,,3.82,0.0,,20240308,14050.0,26926.0,22344228.0,0.57,2680.35009765625,873.1799926757812,16085.1103515625,38722.69140625,5123.68994140625,39688.94140625
