종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2965","5","0.17","2970","3115","2925","7593271","22933730765","143911143530","48536642"
"095570","AJ네트웍스","KOSPI",,"4415","35","0.80","4385","4420","4365","61695","271042655","206720432425","46822295"
"006840","AK홀딩스","KOSPI",,"18740","-70","-0.37","18990","19230","18670","14168","267173460","248259293140","13247561"
"054620","APS","KOSDAQ","중견기업부","11050","310","2.89","10800","11170","10760","83583","919657540","225356142050","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","21550","150","0.70","21550","21550","21100","64581","1381698800","329314622550","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","14260","170","1.21","14120","14380","14110","122429","1747058160","215073655040","15082304"
"027410","BGF","KOSPI",,"4140","15","0.36","4125","4140","4090","46579","191849310","396267514740","95716791"
"282330","BGF리테일","KOSPI",,"186100","2600","1.42","185000","186500","184000","21358","3965730100","3216534906600","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","6890","-20","-0.29","6920","7000","6870","239147","1601260110","281587506460","40869014"
"138930","BNK금융지주","KOSPI",,"7010","70","1.01","6950","7010","6900","984538","6868663950","2284806074460","325935246"
"001460","BYC","KOSPI",,"416500","-1500","-0.36","416500","427000","416000","66","27524000","260152147500","624615"
"001465","BYC우","KOSPI",,"150000","0","0.00","150000","150000","149400","18","2698800","32307750000","215385"
"013720","CBI","KOSDAQ","중견기업부","236","0","0.00","0","0","0","0","0","70810952996","300046411"
"001040","CJ","KOSPI",,"84700","-1000","-1.17","85800","86300","83900","158403","13412921900","2471291730600","29176998"
"079160","CJ CGV","KOSPI",,"15200","200","1.33","15140","15200","15030","110539","1668354540","725460827200","47727686"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","77500","200","0.26","77600","78900","77000","67121","5224334800","1699509435000","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","26400","200","0.76","26500","26850","26200","18711","495755650","155196940800","5878672"
"00104K","CJ4우(전환)","KOSPI",,"70900","-100","-0.14","71300","71300","70300","7274","513549600","299659700800","4226512"
"000120","CJ대한통운","KOSPI",,"81400","-1600","-1.93","83800","83800","81300","68236","5574193900","1856924801600","22812344"
"011150","CJ씨푸드","KOSPI",,"3705","-35","-0.94","3690","3750","3640","949435","3501416125","133123513965","35930773"
"011155","CJ씨푸드1우","KOSPI",,"25300","50","0.20","25050","25400","25050","463","11639450","5060000000","200000"
"001045","CJ우","KOSPI",,"50200","-100","-0.20","50300","50500","50000","593","29804000","113463194600","2260223"
"097950","CJ제일제당","KOSPI",,"321500","-2500","-0.77","326000","326500","320500","33817","10900238000","4839920799000","15054186"
"097955","CJ제일제당 우","KOSPI",,"151100","1100","0.73","150900","151100","149800","2801","422023000","200575126300","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","29800","600","2.05","29300","29900","29200","70366","2082495750","353773262800","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2235","5","0.22","2240","2265","2235","232456","522484155","310424165340","138892244"
"023460","CNH","KOSDAQ","중견기업부","2130","30","1.43","2105","2140","2105","3462","7371970","79236000000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","1607","-7","-0.43","1614","1640","1597","261293","421923227","65882108292","40996956"
"065770","CS","KOSDAQ","벤처기업부","1587","2","0.13","1585","1600","1573","39781","63023235","30805463310","19411130"
"083660","CSA 코스믹","KOSDAQ","관리종목(소속부없음)","1476","-103","-6.52","1583","1583","1430","399636","599520354","58229960868","39451193"
"000590","CS홀딩스","KOSPI",,"60700","-600","-0.98","61300","61400","60400","883","53596000","70077057400","1154482"
"012030","DB","KOSPI",,"2210","115","5.49","2100","2210","2010","12448986","26526878930","444594391930","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2120","0","0.00","0","0","0","0","0","12380800000","5840000"
"367340","DB금융스팩8호","KOSDAQ","관리종목(소속부없음)","2060","0","0.00","2060","2060","2055","38172","78447790","12463000000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2125","0","0.00","0","0","0","0","0","10285000000","4840000"
"016610","DB금융투자","KOSPI",,"4280","10","0.23","4285","4325","4260","25276","108496230","181670544920","42446389"
"005830","DB손해보험","KOSPI",,"78900","-1100","-1.38","80700","80700","78200","151605","11953988879","5586120000000","70800000"
"000990","DB하이텍","KOSPI",,"63500","1600","2.58","62200","63800","61400","986551","62045190100","2819310338000","44398588"
"000995","DB하이텍1우","KOSPI",,"68600","1100","1.63","67300","70400","65000","4322","288775900","7704877600","112316"
"139130","DGB금융지주","KOSPI",,"7240","20","0.28","7250","7320","7180","478646","3464599390","1224615830920","169145833"
"060900","DGP","KOSDAQ","중견기업부","7180","270","3.91","6960","7330","6960","672002","4835457510","148254908880","20648316"
"025440","DH오토웨어","KOSDAQ","중견기업부","2955","10","0.34","2945","3040","2940","35144","103792460","84217500000","28500000"
"001530","DI동일","KOSPI",,"21300","250","1.19","21200","21650","21100","75223","1600972200","554666420100","26040677"
"000210","DL","KOSPI",,"47750","650","1.38","47150","48700","47150","81614","3903248100","1000643461000","20955884"
"001880","DL건설","KOSPI",,"13920","0","0.00","13990","13990","13850","12350","171656250","306981713280","22053284"
"000215","DL우","KOSPI",,"28150","150","0.54","28400","28400","28000","1052","29567100","47464137250","1686115"
"375500","DL이앤씨","KOSPI",,"37200","-100","-0.27","37550","37550","36700","110755","4094378450","1439402775600","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"26300","50","0.19","26250","26350","26200","1044","27443300","55544311300","2111951"
"37550K","DL이앤씨우","KOSPI",,"21100","-100","-0.47","21300","21400","20950","3194","67623850","44602973500","2113885"
"068790","DMS","KOSDAQ","우량기업부","6060","20","0.33","6040","6090","6010","99999","604533920","148912749660","24573061"
"007340","DN오토모티브","KOSPI",,"82500","1100","1.35","81700","83000","81300","24163","1991649800","824505412500","9994005"
"004840","DRB동일","KOSPI",,"5130","10","0.20","5120","5190","4995","39308","198895195","102240900000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","3965","-60","-1.49","4025","4070","3950","95069","378441190","110272212895","27811403"
"065150","DSEN","KOSDAQ","중견기업부","374","-4","-1.06","378","379","373","101649","38161464","46855619470","125282405"
"155660","DSR","KOSPI",,"5020","20","0.40","5000","5060","4985","47265","237114265","80320000000","16000000"
"069730","DSR제강","KOSPI",,"4985","-25","-0.50","5000","5040","4975","40154","200609315","71784000000","14400000"
"180400","DXVX","KOSDAQ","중견기업부","8820","160","1.85","8640","8980","8600","321279","2823476630","254857295700","28895385"
"017940","E1","KOSPI",,"54700","3000","5.80","52200","55500","51800","63083","3404489000","375242000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","1601","0","0.00","1602","1631","1596","193503","310058552","134941063086","84285486"
"037370","EG","KOSDAQ","중견기업부","20100","-350","-1.71","20800","21000","19970","390621","7934707940","173361937200","8624972"
"278990","EMB","KONEX","일반기업부","8000","0","0.00","8000","8000","8000","203","1624000","29025776000","3628222"
"365550","ESR켄달스퀘어리츠","KOSPI",,"4255","-25","-0.58","4280","4295","4220","194838","826217750","906693695000","213089000"
"050120","ES큐브","KOSDAQ","벤처기업부","4680","65","1.41","4625","4780","4625","64679","306111860","63479922480","13564086"
"383220","F&F","KOSPI",,"131300","700","0.54","131300","132000","130000","121129","15840196700","5029718947500","38307075"
"007700","F&F홀딩스","KOSPI",,"20850","450","2.21","20400","20900","20350","35507","733118100","815534551950","39114367"
"214270","FSN","KOSDAQ","중견기업부","3455","45","1.32","3420","3530","3385","408074","1416814100","114880349665","33250463"
"130500","GH신소재","KOSDAQ","중견기업부","3630","0","0.00","3900","3900","3630","771702","2900970535","52798538760","14545052"
"114090","GKL","KOSPI",,"18380","40","0.22","18350","18510","18200","278446","5126298170","1136907214600","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","4160","140","3.48","4095","4220","3985","188700","776635640","280280000000","67375000"
"078930","GS","KOSPI",,"39400","400","1.03","39300","39400","38850","164356","6442038400","3660865893200","92915378"
"083450","GST","KOSDAQ","우량기업부","28050","50","0.18","28000","28250","27400","88291","2459096800","261362747250","9317745"
"006360","GS건설","KOSPI",,"21400","100","0.47","21500","21600","21200","426288","9114840000","1831443886000","85581490"
"001250","GS글로벌","KOSPI",,"3025","-35","-1.14","3050","3075","3025","639706","1947227590","249664636100","82533764"
"007070","GS리테일","KOSPI",,"24400","50","0.21","24550","24650","24300","258959","6318827600","2555117296800","104717922"
"078935","GS우","KOSPI",,"34950","100","0.29","34850","34950","34750","1945","67771300","62379668700","1784826"
