종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2925","-130","-4.26","3060","3060","2900","1812052","5344256395","141969677850","48536642"
"095570","AJ네트웍스","KOSPI",,"4680","-85","-1.78","4730","4760","4680","116904","549240075","211782912120","45252759"
"006840","AK홀딩스","KOSPI",,"17240","10","0.06","17390","17390","17000","18945","325562580","228387951640","13247561"
"054620","APS","KOSDAQ","중견기업부","7560","30","0.40","7530","7640","7340","85439","637475130","154180310760","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","20900","-400","-1.88","21300","21300","20750","67115","1407416550","319381698900","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","14240","-200","-1.39","14420","14550","14140","109272","1562405990","214772008960","15082304"
"139050","BF랩스","KOSDAQ","벤처기업부","7730","630","8.87","7040","7800","7000","198523","1496407440","64236338650","8310005"
"027410","BGF","KOSPI",,"4075","-40","-0.97","4150","4160","3990","416680","1692522075","390045923325","95716791"
"282330","BGF리테일","KOSPI",,"137700","-1600","-1.15","139300","139600","136600","99257","13690789147","2379993856200","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4700","-90","-1.88","4795","4850","4700","146147","696551625","253956392500","54033275"
"138930","BNK금융지주","KOSPI",,"7690","-170","-2.16","7780","7810","7500","2430058","18617424930","2476860088220","322088438"
"001460","BYC","KOSPI",,"449500","10000","2.28","440500","461000","426000","425","191757500","280764442500","624615"
"001465","BYC우","KOSPI",,"146800","1400","0.96","145400","147000","145400","291","42611800","31618518000","215385"
"013720","CBI","KOSDAQ","중견기업부","1501","-41","-2.66","1543","1596","1476","247980","377175762","64294116188","42834188"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2700","50","1.89","2675","2710","2600","97282","257806305","207614291400","76894182"
"001040","CJ","KOSPI",,"100000","400","0.40","100100","102600","97100","132961","13362966000","2917699800000","29176998"
"079160","CJ CGV","KOSPI",,"5600","50","0.90","5550","5610","5500","360857","2007710000","685616876000","122431585"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","72800","-400","-0.55","72500","73700","72200","31355","2287237600","1596442411200","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","14830","80","0.54","14750","14830","14500","7694","112770150","135138404660","9112502"
"00104K","CJ4우(전환)","KOSPI",,"76400","300","0.39","76000","76500","74300","9430","714721300","322905516800","4226512"
"000120","CJ대한통운","KOSPI",,"143100","-5400","-3.64","146000","146500","140000","96853","13972061200","3264446426400","22812344"
"011150","CJ씨푸드","KOSPI",,"2900","-10","-0.34","2900","2950","2900","125050","365151835","104199241700","35930773"
"011155","CJ씨푸드1우","KOSPI",,"20950","500","2.44","21300","21300","20500","137","2902000","4190000000","200000"
"001045","CJ우","KOSPI",,"52400","400","0.77","52200","52500","51300","1658","86102700","118435685200","2260223"
"097950","CJ제일제당","KOSPI",,"300500","-4500","-1.48","307000","307000","297000","37303","11196648500","4523782893000","15054186"
"097955","CJ제일제당 우","KOSPI",,"134700","-300","-0.22","135000","135100","133300","1705","228813200","178805225100","1327433"
