종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2370","-40","-1.66","2375","2400","2355","130303","309350540","115031841540","48536642"
"095570","AJ네트웍스","KOSPI",,"4320","-305","-6.59","4630","4630","4260","723083","3148639250","202272314400","46822295"
"006840","AK홀딩스","KOSPI",,"18970","210","1.12","18570","18970","18570","3525","65845970","251306232170","13247561"
"054620","APS","KOSDAQ","중견기업부","8230","230","2.88","7860","8350","7830","107269","873648230","167844438830","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","18000","-230","-1.26","18110","18180","17890","65148","1170361840","275065578000","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","15480","780","5.31","15400","16670","14900","4550372","71907841040","233474065920","15082304"
"027410","BGF","KOSPI",,"3620","-25","-0.69","3635","3645","3605","26018","94269605","346494783420","95716791"
"282330","BGF리테일","KOSPI",,"149600","-3700","-2.41","153700","153900","149600","21250","3194618800","2585672337600","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4885","-40","-0.81","4925","4965","4835","96091","467624320","263952548375","54033275"
"138930","BNK금융지주","KOSPI",,"7200","60","0.84","7130","7230","7110","870591","6257455310","2319036753600","322088438"
"001460","BYC","KOSPI",,"402500","500","0.12","402000","404000","397000","62","24931500","251407537500","624615"
"001465","BYC우","KOSPI",,"140000","800","0.57","139200","140100","139200","1426","199585200","30153900000","215385"
"013720","CBI","KOSDAQ","중견기업부","1793","-3","-0.17","1849","1849","1782","171915","310169609","54536171294","30416158"
"083790","CG인바이츠","KOSDAQ","벤처기업부","3160","-40","-1.25","3310","3310","3160","99509","319715660","242985615120","76894182"
"001040","CJ","KOSPI",,"90800","300","0.33","89600","92900","89300","224583","20500227600","2649271418400","29176998"
"079160","CJ CGV","KOSPI",,"7420","150","2.06","7270","7420","7230","184954","1355171390","354163426400","47730920"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","59200","-700","-1.17","59600","60200","59200","60758","3614241600","1298205916800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","16440","-430","-2.55","17090","17090","16410","26353","436916670","149809532880","9112502"
"00104K","CJ4우(전환)","KOSPI",,"70600","800","1.15","68900","70600","68900","5986","418555600","298391747200","4226512"
"000120","CJ대한통운","KOSPI",,"85600","5800","7.27","79800","86500","79800","225600","18917691200","1952736646400","22812344"
"011150","CJ씨푸드","KOSPI",,"3120","-25","-0.79","3145","3160","3085","97886","304333025","112104011760","35930773"
"011155","CJ씨푸드1우","KOSPI",,"19760","330","1.70","19990","19990","19420","175","3421990","3952000000","200000"
"001045","CJ우","KOSPI",,"48900","-200","-0.41","49100","49250","48450","1994","97167200","110524904700","2260223"
