종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2280","-30","-1.30","2285","2310","2275","80296","183715485","110663543760","48536642"
"095570","AJ네트웍스","KOSPI",,"4200","40","0.96","4160","4225","4120","95509","397364705","190061587800","45252759"
"006840","AK홀딩스","KOSPI",,"17880","-30","-0.17","17950","17980","17760","1577","28139870","236866390680","13247561"
"054620","APS","KOSDAQ","중견기업부","6780","-150","-2.16","6960","6960","6740","22626","153234360","138272818380","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","20300","600","3.05","19600","20400","19550","133096","2666203420","310212846300","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","14280","-100","-0.70","14420","14710","14230","146459","2112670550","215375301120","15082304"
"027410","BGF","KOSPI",,"3555","-15","-0.42","3570","3590","3545","31860","113369930","340273192005","95716791"
"282330","BGF리테일","KOSPI",,"132300","-2800","-2.07","134200","135100","132300","44196","5895287300","2286660763800","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4265","-35","-0.81","4285","4450","4240","594995","2575853400","230451917875","54033275"
"138930","BNK금융지주","KOSPI",,"7070","-60","-0.84","7070","7120","7070","583532","4137699950","2277165256660","322088438"
"001460","BYC","KOSPI",,"425500","-1500","-0.35","426500","431000","420000","92","38939000","265773682500","624615"
"001465","BYC우","KOSPI",,"139800","-500","-0.36","139300","140400","139200","103","14407100","30110823000","215385"
"013720","CBI","KOSDAQ","중견기업부","1899","-8","-0.42","1897","1916","1810","399949","752692793","77255323092","40682108"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2720","-40","-1.45","2760","2790","2685","77393","209811860","209152175040","76894182"
"001040","CJ","KOSPI",,"88500","500","0.57","88100","89700","87600","75086","6655590100","2582164323000","29176998"
"079160","CJ CGV","KOSPI",,"5540","-40","-0.72","5580","5650","5520","527376","2941000050","678269318900","122431285"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","72900","2900","4.14","69000","73500","68700","211650","15330536000","1598635326600","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","15430","-560","-3.50","15990","15990","15280","34772","541101390","140605905860","9112502"
"00104K","CJ4우(전환)","KOSPI",,"69500","500","0.72","69000","69600","68900","3186","220396900","293742584000","4226512"
"000120","CJ대한통운","KOSPI",,"93500","1600","1.74","91500","94900","90700","152348","14243209800","2132954164000","22812344"
"011150","CJ씨푸드","KOSPI",,"2880","-80","-2.70","2885","2990","2865","678446","1977207880","103480626240","35930773"
"011155","CJ씨푸드1우","KOSPI",,"25200","-150","-0.59","27350","29100","23850","33040","877856200","5040000000","200000"
"001045","CJ우","KOSPI",,"48950","800","1.66","48450","48950","48200","1368","66597850","110637915850","2260223"
"097950","CJ제일제당","KOSPI",,"326000","500","0.15","322500","327500","322000","35122","11435987750","4907664636000","15054186"
"097955","CJ제일제당 우","KOSPI",,"135100","0","0.00","134000","135100","134000","1733","233561300","179336198300","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","23800","100","0.42","23650","23900","23450","15056","356856000","282543746800","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2200","5","0.23","2200","2220","2185","199836","438602795","305562936800","138892244"
"023460","CNH","KOSDAQ","중견기업부","1839","8","0.44","1814","1849","1814","3219","5884128","68410800000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","1278","7","0.55","1269","1279","1263","56391","71757641","60279369768","47166956"
"000480","CR홀딩스","KOSPI",,"6970","120","1.75","6800","6970","6740","79089","542875780","196169479040","28144832"
"065770","CS","KOSDAQ","벤처기업부","1305","-8","-0.61","1313","1344","1302","57618","75505073","25331524650","19411130"
"083660","CSA 코스믹","KOSDAQ","관리종목(소속부없음)","1132","3","0.27","1143","1155","1127","54207","61756753","69331808892","61247181"
"000590","CS홀딩스","KOSPI",,"59100","-100","-0.17","59200","59200","58500","468","27543600","68229886200","1154482"
"012030","DB","KOSPI",,"1648","-33","-1.96","1682","1690","1630","403710","666970593","331534641584","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2730","40","1.49","2690","2765","2655","120739","328201425","15943200000","5840000"
"456440","DB금융스팩11호","KOSDAQ","SPAC(소속부없음)","2090","10","0.48","2080","2095","2065","17291","35998820","11108350000","5315000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","6020","0","0.00","0","0","0","0","0","29136800000","4840000"
"016610","DB금융투자","KOSPI",,"3985","0","0.00","3975","3995","3960","28793","114634915","169148860165","42446389"
"005830","DB손해보험","KOSPI",,"81300","400","0.49","80400","81500","80000","158863","12857098100","5756040000000","70800000"
"000990","DB하이텍","KOSPI",,"56100","-100","-0.18","55600","56500","55500","120824","6762479700","2490760786800","44398588"
"139130","DGB금융지주","KOSPI",,"8360","-10","-0.12","8370","8400","8320","235190","1966333370","1414059163880","169145833"
"060900","DGP","KOSDAQ","중견기업부","1712","-35","-2.00","1740","1778","1702","86818","148942728","43242088048","25258229"
"025440","DH오토웨어","KOSDAQ","중견기업부","2235","110","5.18","2125","2250","2110","93769","205832335","68796035640","30781224"
"001530","DI동일","KOSPI",,"32400","100","0.31","32050","32500","31800","95625","3082061950","843717934800","26040677"
"000210","DL","KOSPI",,"48000","-150","-0.31","47500","48550","47450","23730","1141292800","1005882432000","20955884"
"001880","DL건설","KOSPI",,"13220","-50","-0.38","13200","13300","13050","9161","120598370","291544414480","22053284"
"000215","DL우","KOSPI",,"23500","500","2.17","23150","24900","22850","12347","287942000","39623702500","1686115"
"375500","DL이앤씨","KOSPI",,"37300","200","0.54","36750","37400","36700","78484","2920106950","1443272137900","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"24150","-250","-1.02","24100","24300","23900","465","11217050","51003616650","2111951"
"37550K","DL이앤씨우","KOSPI",,"18550","10","0.05","18590","18590","18450","1854","34363230","39212566750","2113885"
"068790","DMS","KOSDAQ","우량기업부","6410","10","0.16","6390","6410","6290","50545","320930390","157513321010","24573061"
"007340","DN오토모티브","KOSPI",,"70700","-900","-1.26","72100","72100","70400","8686","613986800","706576153500","9994005"
"004840","DRB동일","KOSPI",,"5890","30","0.51","5840","5980","5790","19128","112852770","117387700000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","2755","-20","-0.72","2770","2790","2740","39110","108153590","76620415265","27811403"
"065150","DSEN","KOSDAQ","투자주의환기종목(소속부없음)","274","9","3.40","265","280","265","214762","57799512","34327378970","125282405"
"155660","DSR","KOSPI",,"4420","0","0.00","4420","4445","4385","14223","62907585","70720000000","16000000"
"069730","DSR제강","KOSPI",,"4255","15","0.35","4205","4285","4200","21475","91297530","61272000000","14400000"
"180400","DXVX","KOSDAQ","중견기업부","5710","-90","-1.55","5730","5920","5700","93481","539878010","172552956720","30219432"
"017940","E1","KOSPI",,"60700","1900","3.23","59000","61200","58900","26992","1629434300","416402000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","590","-44","-6.94","615","627","590","2036452","1216381502","67866666320","115028248"
"037370","EG","KOSDAQ","중견기업부","11540","-20","-0.17","11450","11670","11440","33889","391035260","99532176880","8624972"
"278990","EMB","KONEX","일반기업부","12000","-400","-3.23","11500","12390","11010","1372","15654530","56591448000","4715954"
"365550","ESR켄달스퀘어리츠","KOSPI",,"3620","55","1.54","3565","3620","3555","140472","504457480","771382180000","213089000"
"050120","ES큐브","KOSDAQ","벤처기업부","3060","0","0.00","3060","3060","2990","10122","30573180","41506103160","13564086"
"383220","F&F","KOSPI",,"89300","-800","-0.89","89200","90000","88300","65544","5832425000","3420821797500","38307075"
"007700","F&F홀딩스","KOSPI",,"16790","150","0.90","16560","17010","16560","18254","306972460","656730221930","39114367"
"214270","FSN","KOSDAQ","중견기업부","2225","25","1.14","2200","2255","2175","162106","358616470","73982280175","33250463"
"130500","GH신소재","KOSDAQ","중견기업부","2950","245","9.06","2685","3205","2650","1279537","3859458255","42907903400","14545052"
"114090","GKL","KOSPI",,"14160","10","0.07","14150","14210","14060","166817","2352414300","875876287200","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","2735","-25","-0.91","2760","2760","2700","25233","68817820","184270625000","67375000"
"078930","GS","KOSPI",,"42750","-100","-0.23","42450","42800","42350","48491","2065493950","3972132409500","92915378"
"083450","GST","KOSDAQ","우량기업부","23700","50","0.21","23300","23700","23300","30063","706487450","220830556500","9317745"
"006360","GS건설","KOSPI",,"16970","240","1.43","16700","17100","16470","1093733","18467109940","1452317885300","85581490"
"001250","GS글로벌","KOSPI",,"2565","40","1.58","2520","2800","2490","7431989","19750184440","211699104660","82533764"
"007070","GS리테일","KOSPI",,"25200","50","0.20","25000","25400","25000","81233","2051292550","2638891634400","104717922"
"078935","GS우","KOSPI",,"35850","-50","-0.14","35950","35950","35850","2619","93948850","63986012100","1784826"
