종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","3055","25","0.83","3070","3160","2980","1963027","6003283325","148279441310","48536642"
"095570","AJ네트웍스","KOSPI",,"4765","-5","-0.10","4840","4840","4725","167293","795994640","215629396635","45252759"
"006840","AK홀딩스","KOSPI",,"17230","0","0.00","17180","17620","16880","18567","319500360","228255476030","13247561"
"054620","APS","KOSDAQ","중견기업부","7530","-120","-1.57","7650","7700","7450","98381","743719780","153568484130","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","21300","50","0.24","21250","21800","21100","123409","2631850300","325494267300","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","14440","170","1.19","14320","14850","14320","183063","2669834140","217788469760","15082304"
"139050","BF랩스","KOSDAQ","벤처기업부","7100","-140","-1.93","7240","7310","7070","152044","1062246560","59001035500","8310005"
"027410","BGF","KOSPI",,"4115","75","1.86","4070","4260","3920","1624610","6679142860","393874594965","95716791"
"282330","BGF리테일","KOSPI",,"139300","-1500","-1.07","140800","140900","138700","70959","9917089850","2407648105800","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","4790","5","0.10","4805","4855","4750","178023","852503415","258819387250","54033275"
"138930","BNK금융지주","KOSPI",,"7860","-10","-0.13","7970","8040","7700","2645772","20835372490","2531615122680","322088438"
"001460","BYC","KOSPI",,"439500","-500","-0.11","431000","444000","430000","229","100103000","274518292500","624615"
"001465","BYC우","KOSPI",,"145400","1100","0.76","144300","145600","144300","183","26463200","31316979000","215385"
"013720","CBI","KOSDAQ","중견기업부","1542","-74","-4.58","1598","1614","1530","354921","554682057","66050317896","42834188"
"083790","CG인바이츠","KOSDAQ","벤처기업부","2650","-70","-2.57","2735","2775","2645","162675","435449230","203769582300","76894182"
"001040","CJ","KOSPI",,"99600","-1300","-1.29","100600","100600","96000","230599","22748413000","2906029000800","29176998"
"079160","CJ CGV","KOSPI",,"5550","10","0.18","5540","5600","5500","425182","2357400310","679495296750","122431585"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","73200","-700","-0.95","73800","75200","72500","95961","7127167400","1605214072800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","14750","130","0.89","14620","14850","14580","11722","172282930","134409404500","9112502"
"00104K","CJ4우(전환)","KOSPI",,"76100","-600","-0.78","76700","76800","74700","5262","398106700","321637563200","4226512"
"000120","CJ대한통운","KOSPI",,"148500","11100","8.08","136000","148600","134500","236800","34443280900","3387633084000","22812344"
"011150","CJ씨푸드","KOSPI",,"2910","25","0.87","2885","2930","2880","123596","359405505","104558549430","35930773"
"011155","CJ씨푸드1우","KOSPI",,"20450","-100","-0.49","21150","21150","20250","689","13985850","4090000000","200000"
"001045","CJ우","KOSPI",,"52000","500","0.97","51800","53000","51100","2009","103673300","117531596000","2260223"
"097950","CJ제일제당","KOSPI",,"305000","7500","2.52","297500","307000","296000","34111","10353834500","4591526730000","15054186"
"097955","CJ제일제당 우","KOSPI",,"135000","800","0.60","134200","135000","133400","1619","217677500","179203455000","1327433"
"051500","CJ프레시웨이","KOSDAQ","우량기업부","26150","250","0.97","26100","26350","25350","92810","2418380450","310441973900","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2255","45","2.04","2220","2260","2215","306887","689687340","313202010220","138892244"
"023460","CNH","KOSDAQ","중견기업부","1791","1","0.06","1790","1810","1750","1971","3525405","66625200000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","1282","12","0.94","1270","1295","1257","27154","34675133","95010540452","74111186"
"000480","CR홀딩스","KOSPI",,"6320","220","3.61","6120","6500","6080","220868","1384140970","296347896800","46890490"
"065770","CS","KOSDAQ","벤처기업부","1216","1","0.08","1219","1259","1210","116501","143660756","23603934080","19411130"
"083660","CSA 코스믹","KOSDAQ","관리종목(소속부없음)","1193","3","0.25","1207","1207","1188","45750","54524757","73067886933","61247181"
"000590","CS홀딩스","KOSPI",,"68500","100","0.15","68400","68800","67600","1584","107854000","79082017000","1154482"
"012030","DB","KOSPI",,"1633","42","2.64","1600","1639","1600","745900","1210339063","328517032589","201173933"
"456440","DB금융스팩11호","KOSDAQ","SPAC(소속부없음)","2315","60","2.66","2230","2345","2230","36735","84774205","12304225000","5315000"
"016610","DB금융투자","KOSPI",,"4220","10","0.24","4345","4345","4180","288502","1225401760","179123761580","42446389"
"005830","DB손해보험","KOSPI",,"99200","7300","7.94","93900","99700","93800","413238","40303136000","7023360000000","70800000"
"000990","DB하이텍","KOSPI",,"51200","1100","2.20","50400","51200","50000","232654","11840223000","2273207705600","44398588"
"139130","DGB금융지주","KOSPI",,"9640","-160","-1.63","9820","9980","9400","2476850","23954474710","1630565830120","169145833"
"060900","DGP","KOSDAQ","중견기업부","1415","7","0.50","1415","1430","1406","44337","62782075","35740394035","25258229"
"025440","DH오토웨어","KOSDAQ","중견기업부","2090","40","1.95","2030","2095","2030","22125","45826945","64332758160","30781224"
"001530","DI동일","KOSPI",,"28100","-50","-0.18","28450","28600","27800","121798","3424064800","695155868300","24738643"
"000210","DL","KOSPI",,"58200","200","0.34","57600","58800","56400","129998","7498975700","1219632448800","20955884"
"001880","DL건설","KOSPI",,"14800","-780","-5.01","15800","15800","14300","90277","1344438110","326388603200","22053284"
"000215","DL우","KOSPI",,"28050","300","1.08","27750","28150","26450","40534","1091385250","47295525750","1686115"
"375500","DL이앤씨","KOSPI",,"40700","-2400","-5.57","44150","44150","39100","795224","32403065050","1574830456100","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"25850","-1100","-4.08","27250","27250","25500","6064","157588700","54593933350","2111951"
"37550K","DL이앤씨우","KOSPI",,"20350","-250","-1.21","20650","20650","19770","13554","274385890","43017559750","2113885"
"068790","DMS","KOSDAQ","우량기업부","6480","180","2.86","6360","6480","6300","76365","489393960","159233435280","24573061"
"007340","DN오토모티브","KOSPI",,"84700","-1300","-1.51","86000","86800","83200","25853","2198217600","846492223500","9994005"
"004840","DRB동일","KOSPI",,"5850","-10","-0.17","5900","5900","5710","77361","448129260","116590500000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","중견기업부","3290","0","0.00","3280","3365","3270","210204","695280590","91499515870","27811403"
"155660","DSR","KOSPI",,"4410","20","0.46","4435","4445","4365","15897","70021245","70560000000","16000000"
"069730","DSR제강","KOSPI",,"4250","40","0.95","4210","4260","4210","36343","154069520","61200000000","14400000"
"017860","DS단석","KOSPI",,"176000","1800","1.03","175000","181400","174700","83525","14889003700","1031607104000","5861404"
"180400","DXVX","KOSDAQ","중견기업부","5070","10","0.20","5090","5150","5000","77693","392351920","153212520240","30219432"
"017940","E1","KOSPI",,"63500","400","0.63","63500","63700","61600","49196","3091010900","435610000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","457","-10","-2.14","451","469","445","2745613","1249441884","53944770818","118041074"
"037370","EG","KOSDAQ","중견기업부","10580","230","2.22","10350","10600","10350","22867","239931570","91252203760","8624972"
"278990","EMB","KONEX","일반기업부","12410","-90","-0.72","12000","12410","12000","71","880700","58915904140","4747454"
"365550","ESR켄달스퀘어리츠","KOSPI",,"3850","60","1.58","3780","3850","3765","262928","1004315750","820392650000","213089000"
"050120","ES큐브","KOSDAQ","벤처기업부","2745","15","0.55","2730","2800","2705","26445","72639280","37233416070","13564086"
"383220","F&F","KOSPI",,"72500","3100","4.47","69700","73100","69600","192513","13919854600","2777262937500","38307075"
"007700","F&F홀딩스","KOSPI",,"19680","350","1.81","20650","21500","18950","1399795","28176837630","769770742560","39114367"
"214270","FSN","KOSDAQ","중견기업부","3255","10","0.31","3595","3775","3185","29290679","104568763435","108230257065","33250463"
"130500","GH신소재","KOSDAQ","중견기업부","2625","5","0.19","2610","2670","2610","16994","44662390","38180761500","14545052"
"114090","GKL","KOSPI",,"12700","-60","-0.47","12780","12880","12630","387058","4939179120","785567009000","61855670"
"900290","GRT","KOSDAQ","외국기업(소속부없음)","3700","0","0.00","3725","3750","3625","347269","1290171860","249287500000","67375000"
