종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2350","10","0.43","2325","2385","2315","756580","1777988155","114061108700","48536642"
"095570","AJ네트웍스","KOSPI",,"5460","-70","-1.27","5500","5560","5370","297518","1624004270","255649730700","46822295"
"006840","AK홀딩스","KOSPI",,"17630","-390","-2.16","17960","17960","17560","16048","284160810","233554500430","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","13600","-80","-0.58","13410","13690","13410","46550","631819700","277361405600","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","20150","-100","-0.49","20200","20500","20100","72268","1466859100","307920633150","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","18630","-120","-0.64","18400","19140","18130","1493003","27831364890","280983323520","15082304"
"027410","BGF","KOSPI",,"4700","160","3.52","4525","4750","4485","585592","2735394220","449868917700","95716791"
"282330","BGF리테일","KOSPI",,"183400","1700","0.94","181600","183900","181500","33105","6068135700","3169868360400","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","5620","-140","-2.43","5640","5740","5610","67857","383623720","165991724280","29535894"
"138930","BNK금융지주","KOSPI",,"6730","-120","-1.75","6800","6800","6720","862733","5821545280","2193544205580","325935246"
"001460","BYC","KOSPI",,"451000","-18000","-3.84","469000","473000","440000","999","448653000","281701365000","624615"
"001465","BYC우","KOSPI",,"158000","-500","-0.32","158500","158500","158000","115","18198200","34030830000","215385"
"013720","CBI","KOSDAQ","중견기업부","380","12","3.26","362","399","359","24928362","9558093564","102764216620","270432149"
"001040","CJ","KOSPI",,"81300","900","1.12","80400","82200","80300","62823","5088774400","2372089937400","29176998"
"079160","CJ CGV","KOSPI",,"17460","-390","-2.18","17700","17800","17320","116187","2034579240","833258752740","47723869"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","94100","-3600","-3.68","96100","96200","93200","264196","24864814800","2063533391400","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","28750","-550","-1.88","28900","29050","28300","6069","173639700","169011820000","5878672"
"00104K","CJ4우(전환)","KOSPI",,"72000","900","1.27","70300","72000","70300","3591","256872600","304308864000","4226512"
"000120","CJ대한통운","KOSPI",,"83400","-1400","-1.65","84200","84200","83100","41104","3427554400","1902549489600","22812344"
"011150","CJ씨푸드","KOSPI",,"3510","-30","-0.85","3480","3565","3470","244199","859170105","126117013230","35930773"
"011155","CJ씨푸드1우","KOSPI",,"26500","-350","-1.30","26800","26950","26500","292","7818200","5300000000","200000"
"001045","CJ우","KOSPI",,"49850","-150","-0.30","49700","50400","49550","1779","88766850","112672116550","2260223"
"097950","CJ제일제당","KOSPI",,"319000","-10500","-3.19","327500","328000","318000","101542","32676152500","4802285334000","15054186"
"097955","CJ제일제당 우","KOSPI",,"157800","-3200","-1.99","161000","161000","156600","9852","1559243400","209468927400","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","30900","-1000","-3.13","31700","31700","30700","86557","2683635850","366832007400","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2290","-30","-1.29","2310","2345","2270","481283","1107016835","318063238760","138892244"
"023460","CNH","KOSDAQ","중견기업부","2205","0","0.00","2200","2205","2130","18240","39289555","82026000000","37200000"
